,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
26,48.0,0.0,1275.6434607505798,8.69725549278651e-08,0.0,952.0
27,49.0,0.0,1259.9773969650269,7.610654747937959e-08,0.0,951.0
28,48.0,0.0,1308.7472658157349,1.222027814092876e-07,0.0,952.0
29,46.0,0.0,1226.8040776252747,1.6819838594915127e-07,0.0,954.0
30,49.0,0.0,1237.2334954738617,1.7132979455528588e-07,0.0,951.0
31,47.0,0.0,1330.2821350097656,1.0315477082558787e-07,0.0,953.0
32,49.0,0.0,1346.2459092140198,7.277713956279115e-08,0.0,951.0
33,50.0,0.0,1434.3795289993286,1.1235066469245054e-07,0.0,950.0
34,49.0,0.0,1267.986279964447,1.256217963189723e-07,0.0,951.0
35,45.0,0.0,1546.0281145572662,1.63060009390562e-07,0.0,955.0
36,49.0,0.0,1331.5884449481964,8.254488758891812e-08,0.0,951.0
37,50.0,0.0,1577.867219209671,1.122388076770396e-07,0.0,950.0
38,48.0,0.0,1283.9677579402924,1.6481108386092356e-07,0.0,952.0
39,47.0,0.0,1117.1050391197205,1.0562521021425544e-07,0.0,953.0
40,50.0,0.0,1117.186309337616,1.477980735411631e-07,0.0,950.0
41,50.0,0.0,1071.526151895523,1.4207471333747333e-07,0.0,950.0
42,46.0,0.0,1141.6664869785309,1.0168543731693263e-07,0.0,954.0
43,46.0,0.0,1105.720249414444,1.385129971635183e-07,0.0,954.0
44,47.0,0.0,1086.977510690689,1.684201827878087e-07,0.0,953.0
45,49.0,0.0,1094.6149985790253,9.155005186244889e-08,1.0,951.0
46,49.0,0.0,1094.8753802776337,9.955601298473623e-08,0.0,951.0
47,48.0,0.0,1089.102749824524,1.767804058900927e-07,0.0,952.0
48,46.0,0.0,1086.6164984703064,1.2774107630740392e-07,0.0,954.0
49,49.0,0.0,1092.394365787506,1.269109984305776e-07,0.0,951.0
50,47.0,0.0,1083.4796106815338,1.3841325489166982e-07,0.0,953.0
51,47.0,0.0,1169.9006099700928,1.4176070772663975e-07,0.0,953.0
52,48.0,0.0,1137.39386677742,9.505444902674034e-08,0.0,952.0
53,47.0,0.0,1086.8397274017334,1.3727628143683287e-07,0.0,953.0
54,49.0,0.0,1147.2886459827423,5.652562178832005e-08,0.0,951.0
55,49.0,0.0,1125.1035826206207,1.3954541379536424e-07,0.0,951.0
56,48.0,0.0,1090.3385396003723,1.0323051109513658e-07,0.0,952.0
57,49.0,0.0,1118.1979868412018,8.184006764155839e-08,0.0,951.0
58,50.0,0.0,1107.57044506073,5.676715994488548e-08,0.0,950.0
59,49.0,0.0,1081.7096750736237,1.3665901737450933e-07,0.0,951.0
60,47.0,0.0,1124.341365814209,9.210402392571507e-08,1.0,953.0
61,47.0,0.0,1117.1681933403015,1.7841178053074546e-07,0.0,953.0
62,46.0,0.0,1085.3066546916962,7.022493382857356e-08,0.0,954.0
63,48.0,0.0,1109.7547624111176,1.768039376002109e-07,0.0,952.0
64,49.0,0.0,1116.5279715061188,7.110031770604372e-08,0.0,951.0
65,48.0,0.0,1087.2372274398804,6.952411472422709e-08,0.0,952.0
66,50.0,0.0,1122.3458015918732,1.1656974830364173e-07,0.0,950.0
67,49.0,0.0,1112.5376842021942,8.070121436863296e-08,0.0,951.0
68,49.0,0.0,1090.339153766632,8.720218071053219e-08,0.0,951.0
69,48.0,0.0,1128.7252833843231,1.5131271532527124e-07,0.0,952.0
70,48.0,0.0,1099.4080307483673,8.450255253642384e-08,0.0,952.0
71,49.0,0.0,1086.9787600040436,9.593595200937629e-08,0.0,951.0
72,50.0,0.0,1123.3618733882904,1.7132514756291857e-07,0.0,950.0
73,48.0,0.0,1097.393717765808,1.6429059308101654e-07,0.0,952.0
74,49.0,0.0,1109.0282413959503,1.283752424828104e-07,0.0,951.0
75,49.0,0.0,1117.845162153244,1.0991033825618471e-07,0.0,951.0
76,48.0,0.0,1085.7254643440247,1.1111526279629954e-07,0.0,952.0
77,49.0,0.0,1086.6087393760681,9.871071158166375e-08,0.0,951.0
78,47.0,0.0,1087.9404850006104,5.9360034895472314e-08,0.0,953.0
79,49.0,0.0,1077.0499985218048,1.639954669830204e-07,0.0,951.0
80,47.0,0.0,1060.3743171691895,1.6689810798040856e-07,0.0,953.0
81,48.0,0.0,1099.873083114624,1.0477854759588672e-07,0.0,952.0
82,50.0,0.0,1076.7376203536987,7.661524824800823e-08,0.0,950.0
83,48.0,0.0,1087.4147081375122,1.7818023677641479e-07,0.0,952.0
84,49.0,0.0,1075.1412253379822,8.677127995135065e-08,2.0,951.0
85,49.0,0.0,1113.182220697403,1.3844781736853972e-07,0.0,951.0
86,48.0,0.0,1093.231544494629,1.55172852930962e-07,0.0,952.0
87,47.0,0.0,1103.1869206428528,9.618213541382233e-08,0.0,953.0
88,47.0,0.0,1094.276059627533,1.1352658414693689e-07,0.0,953.0
89,50.0,0.0,1106.8866226673126,1.0457937657841676e-07,0.0,950.0
90,46.0,0.0,1126.845440864563,9.047623739046073e-08,1.0,954.0
91,48.0,0.0,1109.6503744125366,1.7653687742686862e-07,0.0,952.0
92,47.0,0.0,1097.3246426582336,1.757442800601892e-07,0.0,953.0
93,47.0,0.0,1097.581034898758,8.417293419076592e-08,0.0,953.0
94,50.0,0.0,1099.9929957389832,8.826652315765779e-08,0.0,950.0
95,49.0,0.0,1073.789276599884,8.687384455814633e-08,0.0,951.0
96,47.0,0.0,1094.1109890937805,1.7457582085297684e-07,0.0,953.0
97,45.0,0.0,1093.068475484848,7.836826525404293e-08,0.0,955.0
98,48.0,0.0,1083.1014156341553,9.248994069733935e-08,0.0,952.0
99,50.0,0.0,1100.8638441562653,1.6126868605990284e-07,0.0,950.0
