,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart,total_times_minimizer_missed,total_no_times_inequals_sat
44,50.0,0.0,50.0,569.3668422698975,556.1339359283447,1.436257160877691e-07,1.436257160877691e-07,1.0,950.0
45,48.0,0.0,48.0,543.6790101528168,538.6521577835083,8.708292210852813e-08,8.708292210852813e-08,5.0,952.0
46,49.0,0.0,49.0,549.2855849266052,557.0746612548828,1.6301321523073796e-07,1.6301321523073796e-07,3.0,951.0
47,50.0,0.0,50.0,569.0088591575623,542.1732668876648,1.0570502397219728e-07,1.0570502397219728e-07,2.0,950.0
48,50.0,0.0,50.0,543.6177220344543,538.9589729309082,7.780499822422137e-08,7.780499822422137e-08,5.0,950.0
49,48.0,0.0,48.0,549.607185125351,542.4648337364197,4.9563927065906356e-08,4.9563927065906356e-08,0.0,952.0
50,49.0,0.0,49.0,580.9586958885193,591.1475551128387,1.589172079135113e-07,1.589172079135113e-07,3.0,951.0
51,48.0,0.0,48.0,664.248939037323,656.6125750541687,1.024012626548132e-07,1.024012626548132e-07,4.0,952.0
52,48.0,0.0,48.0,635.2180390357971,646.4933397769928,1.3023789993868782e-07,1.3023789993868782e-07,1.0,952.0
53,50.0,0.0,50.0,616.757318019867,641.7068521976471,1.449541026642039e-07,1.449541026642039e-07,2.0,950.0
54,48.0,0.0,48.0,655.6438579559326,625.1058628559113,1.2718174976107443e-07,1.2718174976107443e-07,1.0,952.0
55,47.0,0.0,47.0,634.4510650634766,564.4752609729767,1.3568438785497178e-07,1.3568438785497178e-07,5.0,953.0
56,47.0,0.0,48.0,363.046590089798,326.98041796684265,9.83807556797822e-08,9.83807556797822e-08,7.0,953.0
57,49.0,0.0,49.0,313.72186279296875,288.8591499328613,1.0294905067985089e-07,1.395406244422133e-07,6.0,951.0
58,47.0,0.0,47.0,268.2912902832031,247.32786893844604,1.3058427821689991e-07,1.3058427821689991e-07,1.0,953.0
59,47.0,0.0,47.0,251.85105991363525,338.4638340473175,1.7418239157365127e-07,1.7418239157365127e-07,1.0,953.0
60,50.0,0.0,50.0,263.018079996109,252.6944591999054,1.7188647671947517e-07,1.7188647671947517e-07,7.0,950.0
61,48.0,0.0,48.0,251.35051012039185,250.82198786735535,1.3331105566349042e-07,1.4418522373301602e-07,6.0,952.0
62,50.0,0.0,50.0,229.1780927181244,288.1334009170532,1.3112883564603647e-07,1.3112883564603647e-07,1.0,950.0
63,48.0,0.0,48.0,228.9519910812378,231.09956121444702,9.263383397571105e-08,9.263383397571105e-08,1.0,952.0
64,49.0,0.0,49.0,236.053081035614,231.89892888069153,1.1457149291111378e-07,1.1457149291111378e-07,5.0,951.0
65,46.0,0.0,47.0,234.40109610557556,253.39523792266846,8.688924334657469e-08,8.688924334657469e-08,5.0,954.0
66,49.0,0.0,49.0,273.58481192588806,228.48723196983337,6.162188029105412e-08,6.162188029105412e-08,1.0,951.0
67,48.0,0.0,48.0,230.090961933136,228.65382719039917,1.5809169433224596e-07,1.5809169433224596e-07,7.0,952.0
68,49.0,0.0,49.0,239.63829398155212,228.25150299072266,1.1506626188835608e-07,1.1506626188835608e-07,4.0,951.0
69,49.0,0.0,49.0,230.73786091804504,226.9556908607483,1.0474914546863277e-07,1.0474914546863277e-07,3.0,951.0
70,47.0,0.0,47.0,278.6691348552704,234.00761222839355,7.342375688682728e-08,7.342375688682728e-08,11.0,953.0
71,50.0,0.0,50.0,234.46043705940247,227.18323278427124,7.356086617137124e-08,7.356086617137124e-08,1.0,950.0
72,49.0,0.0,49.0,229.91222620010376,225.9299921989441,1.3656089369419108e-07,1.7824318322330112e-07,4.0,951.0
73,46.0,0.0,46.0,243.4471628665924,228.05710792541504,9.245809275761058e-08,9.245809275761058e-08,4.0,954.0
74,49.0,0.0,49.0,230.35502409934998,228.66053891181946,1.1011263751066728e-07,1.1011263751066728e-07,3.0,951.0
75,49.0,0.0,49.0,229.57968091964722,227.60780429840088,1.158762476147063e-07,1.158762476147063e-07,3.0,951.0
76,50.0,0.0,50.0,232.52750611305237,231.70509505271912,1.6372561837752553e-07,1.6372561837752553e-07,2.0,950.0
77,48.0,0.0,48.0,229.3640592098236,228.07348108291626,7.26949774806069e-08,7.26949774806069e-08,2.0,952.0
78,49.0,0.0,49.0,292.55159091949463,233.8656268119812,7.982531000019064e-08,7.982531000019064e-08,1.0,951.0
79,49.0,0.0,50.0,232.39511394500732,229.09973287582397,9.645319039085436e-08,9.645319039085436e-08,3.0,951.0
80,50.0,0.0,50.0,231.9010682106018,227.77797889709473,9.715033951401803e-08,9.715033951401803e-08,1.0,950.0
81,48.0,0.0,48.0,229.0724287033081,226.83324193954468,1.7138871076922467e-07,1.7138871076922467e-07,3.0,952.0
82,49.0,0.0,49.0,234.37262201309204,234.75812888145447,8.80570457330072e-08,8.80570457330072e-08,4.0,951.0
83,49.0,0.0,49.0,231.9290246963501,229.7203209400177,1.414134204603647e-07,1.414134204603647e-07,3.0,951.0
84,50.0,0.0,50.0,232.49138617515564,230.57745504379272,1.5923947777588236e-07,1.5923947777588236e-07,4.0,950.0
85,50.0,0.0,50.0,231.39002108573914,267.01356410980225,1.0376367892636826e-07,1.0376367892636826e-07,2.0,950.0
86,50.0,0.0,50.0,250.4786820411682,230.66680073738098,6.786979809786111e-08,6.786979809786111e-08,4.0,950.0
87,49.0,0.0,50.0,230.4379768371582,226.48700594902039,1.3034591893137248e-07,1.3034591893137248e-07,3.0,951.0
88,45.0,0.0,45.0,229.3415277004242,226.26362895965576,1.0661162442412613e-07,1.0661162442412613e-07,3.0,955.0
89,50.0,0.0,50.0,230.82949709892273,228.48655891418457,1.6589805475717798e-07,1.6589805475717798e-07,5.0,950.0
90,46.0,0.0,46.0,230.77232217788696,228.07760787010193,1.5868674729960228e-07,1.5868674729960228e-07,2.0,954.0
91,49.0,0.0,49.0,227.36483216285706,224.5119800567627,1.7381503714870622e-07,1.7381503714870622e-07,1.0,951.0
92,50.0,0.0,50.0,234.0506021976471,230.95952987670898,6.497694085659457e-08,1.1227847739283128e-07,3.0,950.0
93,49.0,0.0,49.0,231.86963295936584,289.87971901893616,1.6883516948504343e-07,1.6883516948504343e-07,4.0,951.0
94,50.0,0.0,50.0,233.97656178474426,228.7103888988495,8.565161796357371e-08,8.565161796357371e-08,3.0,950.0
95,50.0,0.0,50.0,229.68265509605408,227.6241819858551,9.798028843220422e-08,1.5580959038319388e-07,2.0,950.0
96,49.0,0.0,49.0,230.62064814567566,226.72987699508667,1.646854970410179e-07,1.646854970410179e-07,4.0,951.0
97,50.0,0.0,50.0,246.84203600883484,237.1380650997162,1.0472965439451191e-07,1.0472965439451191e-07,1.0,950.0
98,49.0,0.0,49.0,241.0219509601593,229.21275687217712,1.7307962238331776e-07,1.7307962238331776e-07,2.0,951.0
99,49.0,0.0,49.0,233.1270890235901,230.31942200660706,1.767011318588745e-07,1.767011318588745e-07,5.0,951.0
